location,target_end_date,horizon,reference_date,wis,model_id,target
macon,2026-02-07,1,2026-02-07,0.20038812371591733,ACCIDDA-InfluPaint,Flu ED visits pct
henry,2026-02-07,1,2026-02-07,0.6808070226510365,ACCIDDA-InfluPaint,Flu ED visits pct
cherokee,2026-02-07,1,2026-02-07,0.9073040861884754,ACCIDDA-InfluPaint,Flu ED visits pct
athens,2026-02-07,1,2026-02-07,1.8826764485571121,ACCIDDA-InfluPaint,Flu ED visits pct
south-augusta,2026-02-07,1,2026-02-07,0.23594644346998794,ACCIDDA-InfluPaint,Flu ED visits pct
columbus,2026-02-07,1,2026-02-07,0.6086898405353225,ACCIDDA-InfluPaint,Flu ED visits pct
la-grange,2026-02-07,1,2026-02-07,0.14336907401680957,ACCIDDA-InfluPaint,Flu ED visits pct
georgia,2026-02-07,1,2026-02-07,0.2660423065639205,ACCIDDA-InfluPaint,Flu ED visits pct
indianapolis,2026-02-07,1,2026-02-07,0.5790047705173492,ACCIDDA-InfluPaint,Flu ED visits pct
indiana,2026-02-07,1,2026-02-07,1.4177104775773153,ACCIDDA-InfluPaint,Flu ED visits pct
bangor,2026-02-07,1,2026-02-07,0.9766493905915153,ACCIDDA-InfluPaint,Flu ED visits pct
portland,2026-02-07,1,2026-02-07,0.24665641466776536,ACCIDDA-InfluPaint,Flu ED visits pct
maine,2026-02-07,1,2026-02-07,0.25137172048290557,ACCIDDA-InfluPaint,Flu ED visits pct
baltimore,2026-02-07,1,2026-02-07,0.8317120933863854,ACCIDDA-InfluPaint,Flu ED visits pct
frederick,2026-02-07,1,2026-02-07,0.26179452186657326,ACCIDDA-InfluPaint,Flu ED visits pct
montgomery,2026-02-07,1,2026-02-07,0.6607417693071896,ACCIDDA-InfluPaint,Flu ED visits pct
harford,2026-02-07,1,2026-02-07,0.07653125010016895,ACCIDDA-InfluPaint,Flu ED visits pct
maryland,2026-02-07,1,2026-02-07,0.6326273927258121,ACCIDDA-InfluPaint,Flu ED visits pct
worcester,2026-02-07,1,2026-02-07,0.6940618223614163,ACCIDDA-InfluPaint,Flu ED visits pct
pittsfield,2026-02-07,1,2026-02-07,0.1418095491495398,ACCIDDA-InfluPaint,Flu ED visits pct
boston,2026-02-07,1,2026-02-07,1.3741021261943716,ACCIDDA-InfluPaint,Flu ED visits pct
springfield,2026-02-07,1,2026-02-07,0.8446386566592587,ACCIDDA-InfluPaint,Flu ED visits pct
new-bedford,2026-02-07,1,2026-02-07,0.11352985379596553,ACCIDDA-InfluPaint,Flu ED visits pct
lynn,2026-02-07,1,2026-02-07,0.23390866383910192,ACCIDDA-InfluPaint,Flu ED visits pct
